Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,SE_A00001_001,SE_A00002_001,SE_A00002_002,SE_A00002_003,SE_A00003_001,SE_A00003_002,SE_A00003_003,SE_B01001_001,SE_B01001_002,SE_B01001_003,SE_B01001_004,SE_B01001_005,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,SE_A14001A_001,SE_A14001A_002,SE_A14001A_003,SE_A14001A_004,SE_A14001A_005,SE_A14001A_006,SE_A14001A_007,SE_A14001A_008,SE_A14001A_009,SE_A14001A_010,SE_A14001A_011,SE_A14001A_012,SE_A14001A_013,SE_A14001A_014,SE_A14001A_015,SE_A14001A_016,SE_A14001B_001,SE_A14001B_002,SE_A14001B_003,SE_A14001B_004,SE_A14001B_005,SE_A14001B_006,SE_A14001B_007,SE_A14001B_008,SE_A14001B_009,SE_A14001B_010,SE_A14001B_011,SE_A14001B_012,SE_A14001B_013,SE_A14001B_014,SE_A14001B_015,SE_A14001B_016,SE_A14006_001,SE_A14024_001,SE_A14024I_001,SE_A14024D_001,SE_A14024H_001,SE_A10060_001,SE_A10060_002,SE_A10060_003,SE_A18009_001,SE_B13004_001,SE_B13004_002,SE_B13004_003,SE_B13004_004,SE_B13004_005,SE_A04001_001,SE_A04001_002,SE_A04001_003,SE_A04001_004,SE_A04001_005,SE_A04001_006,SE_A04001_007,SE_A04001_008,SE_A04001_009,SE_A04001_010,SE_A04001_011,SE_A04001_012,SE_A04001_013,SE_A04001_014,SE_A04001_015,SE_A04001_016,SE_A04001_017,SE_A14001_001,SE_A14001_002,SE_A14001_003,SE_A14001_004,SE_A14001_005,SE_A14001_006,SE_A14001_007,SE_A14001_008,SE_A14001_009,SE_A14001_010,SE_A14001_011,SE_A14001_012,SE_A14001_013,SE_A14001_014,SE_A14001_015,SE_A14001_016,SE_A14001_017
250250006023,15000US250250006023,"Block Group 3, Census Tract 6.02, Suffolk County, Massachusetts","Block Group 3, Census Tract 6.02, Suffolk County, Massachusetts",ma,150,00,ACSSF,0008609,,,,,25,025,,,,000602,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1551,1551,13115,0.118261551790974,0.1182616,0.1182616,0,1551,278,612,418,243,1551,546,489,25,344,0,0,147,768,169,232,273,318,352,389,413,420,477,513,518,657,682,697,768,768,597,536,495,449,416,379,355,347,290,255,250,111,86,71,0,32976,31290.8661167513,51768.730964467,27667.9663705584,6486.28172588832,768,15,753,644,1551,573,66,639,912,1551,1248,421,389,25,344,0,0,69,303,125,100,0,0,0,0,78,768,167,65,41,45,34,37,24,7,57,36,5,139,25,15,71,0
250250007013,15000US250250007013,"Block Group 3, Census Tract 7.01, Suffolk County, Massachusetts","Block Group 3, Census Tract 7.01, Suffolk County, Massachusetts",ma,150,00,ACSSF,0008610,,,,,25,025,,,,000701,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,871,871,84187.17,0.0103459938810527,0.01034599,0.01034599,0,871,0,407,382,82,871,369,9,0,493,0,0,0,360,35,51,63,63,63,63,63,66,86,111,197,245,316,321,327,360,325,309,297,297,297,297,297,294,274,249,162,114,43,39,33,69396,43326.6909898477,47677.461928934,40069.6256345178,,360,139,221,1762,871,150,59,209,662,871,871,369,9,0,493,0,0,0,0,0,0,0,0,0,0,0,360,34,17,12,0,0,0,0,3,21,25,86,48,70,5,6,33
250250007014,15000US250250007014,"Block Group 4, Census Tract 7.01, Suffolk County, Massachusetts","Block Group 4, Census Tract 7.01, Suffolk County, Massachusetts",ma,150,00,ACSSF,0008611,,,,,25,025,,,,000701,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,767,767,36610.47,0.0209502901171743,0.02095029,0.02095029,0,767,0,645,67,55,767,701,30,0,36,0,0,0,379,40,69,106,120,121,121,121,123,142,182,190,253,293,330,374,379,339,309,273,259,258,258,258,255,236,197,189,126,86,49,5,66141,43301.3737309645,41511.4435279188,,,379,60,319,1394,767,234,100,334,433,767,742,676,30,0,36,0,0,0,25,25,0,0,0,0,0,0,379,39,30,37,14,1,0,0,2,19,39,8,63,40,37,44,5
250250007015,15000US250250007015,"Block Group 5, Census Tract 7.01, Suffolk County, Massachusetts","Block Group 5, Census Tract 7.01, Suffolk County, Massachusetts",ma,150,00,ACSSF,0008612,,,,,25,025,,,,000701,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1555,1555,53937.85,0.028829477202211,0.02882948,0.02882948,0,1555,0,1328,181,46,1555,1335,13,0,132,0,40,35,626,40,53,65,109,124,138,161,195,220,229,269,369,413,461,518,626,585,573,560,516,502,488,465,431,406,397,357,256,213,164,107,87122,45844.4923857868,46626.7956852792,48591.4149746193,30922.5,626,133,493,1801,1555,397,207,604,951,1555,1458,1278,13,0,132,0,0,35,97,57,0,0,0,0,40,0,626,40,13,12,43,15,14,23,34,24,10,40,100,43,49,57,108
250250007016,15000US250250007016,"Block Group 6, Census Tract 7.01, Suffolk County, Massachusetts","Block Group 6, Census Tract 7.01, Suffolk County, Massachusetts",ma,150,00,ACSSF,0008613,,,,,25,025,,,,000701,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013,1013,81432.01,0.0124398259760277,0.01243983,0.01243983,0,1013,0,849,159,5,1013,892,15,0,21,0,78,7,441,16,32,57,81,97,120,180,276,276,276,312,368,413,416,441,441,425,409,383,359,344,320,260,165,165,165,129,73,28,25,0,39977,30508.5628172589,29271.8147208122,,38551.855964467,441,8,433,1508,1013,212,122,334,679,1013,953,861,0,0,21,0,64,7,60,31,15,0,0,0,14,0,441,16,16,26,24,16,23,60,96,0,0,36,56,45,3,25,0
250250007017,15000US250250007017,"Block Group 7, Census Tract 7.01, Suffolk County, Massachusetts","Block Group 7, Census Tract 7.01, Suffolk County, Massachusetts",ma,150,00,ACSSF,0008614,,,,,25,025,,,,000701,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,742,742,57839.38,0.0128286308662434,0.01282863,0.01282863,0,742,94,239,386,23,742,540,0,0,187,0,0,15,278,0,0,9,54,57,67,76,76,76,119,119,200,260,274,278,278,278,278,269,223,221,211,202,202,202,159,159,77,17,3,0,80782,29024.9714467005,32261.7829949239,20279.1243654822,,278,26,252,1614,694,0,416,416,278,742,727,540,0,0,187,0,0,0,15,0,0,0,0,0,0,15,278,0,0,9,45,3,10,9,0,0,43,0,81,60,14,4,0
250250007021,15000US250250007021,"Block Group 1, Census Tract 7.02, Suffolk County, Massachusetts","Block Group 1, Census Tract 7.02, Suffolk County, Massachusetts",ma,150,00,ACSSF,0008615,,,,,25,025,,,,000702,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,706,706,23977.6,0.0294441518647963,0.02944415,0.02944415,0,706,15,605,54,32,706,404,56,0,246,0,0,0,330,57,84,106,106,106,106,106,110,141,180,208,242,294,298,330,330,272,245,224,224,224,224,224,220,189,150,122,87,35,32,0,55118,38955.6662436548,40444.3210659898,27376.817893401,22236.1484771574,330,0,330,1556,706,204,107,311,395,706,638,336,56,0,246,0,0,0,68,68,0,0,0,0,0,0,330,56,28,22,0,0,0,0,4,31,39,29,34,52,4,32,0
250250007022,15000US250250007022,"Block Group 2, Census Tract 7.02, Suffolk County, Massachusetts","Block Group 2, Census Tract 7.02, Suffolk County, Massachusetts",ma,150,00,ACSSF,0008616,,,,,25,025,,,,000702,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1108,1108,72350.41,0.015314356668834,0.01531436,0.01531436,0,1108,11,895,170,32,1108,874,11,0,162,0,61,0,716,173,230,255,280,289,316,361,415,477,572,602,673,708,715,716,716,541,486,461,435,427,399,355,300,238,144,113,43,7,1,0,41537,27326.1833756345,36758.1281725888,9386.37373096447,10649.7049492386,716,42,674,1366,1108,379,139,518,590,1108,882,666,11,0,162,0,43,0,226,208,0,0,0,0,18,0,716,171,59,25,25,8,28,44,54,62,95,30,70,36,6,1,0
250250007023,15000US250250007023,"Block Group 3, Census Tract 7.02, Suffolk County, Massachusetts","Block Group 3, Census Tract 7.02, Suffolk County, Massachusetts",ma,150,00,ACSSF,0008617,,,,,25,025,,,,000702,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1183,1183,71074.62,0.0166444786616772,0.01664448,0.01664448,0,1183,0,1008,175,0,1183,840,0,0,287,0,56,0,539,69,91,98,102,102,102,106,119,146,177,313,329,362,421,470,539,469,448,441,437,437,437,433,419,392,361,225,209,177,117,68,67298,55497.9631979695,62743.7626903553,42627.9346446701,38615.1491116751,539,124,415,1524,1183,158,52,210,973,1183,1067,780,0,0,287,0,0,0,116,60,0,0,0,0,56,0,539,68,23,7,4,0,0,4,13,27,31,135,16,32,59,49,69
250250007026,15000US250250007026,"Block Group 6, Census Tract 7.02, Suffolk County, Massachusetts","Block Group 6, Census Tract 7.02, Suffolk County, Massachusetts",ma,150,00,ACSSF,0008618,,,,,25,025,,,,000702,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1193,1193,59824.11,0.0199417912360984,0.01994179,0.01994179,0,1193,103,683,394,13,1193,958,122,0,71,0,34,8,525,41,52,55,73,90,124,162,196,229,241,333,459,508,521,525,525,483,473,469,452,435,401,362,328,295,284,191,65,16,3,0,66593,29109.7842639594,36999.9079949239,22142.4746192893,13570.0507614213,525,30,495,1263,1193,144,361,505,688,1193,920,719,122,0,71,0,0,8,273,239,0,0,0,0,34,0,525,41,11,3,17,17,34,39,34,33,12,92,126,49,13,4,0
250250007027,15000US250250007027,"Block Group 7, Census Tract 7.02, Suffolk County, Massachusetts","Block Group 7, Census Tract 7.02, Suffolk County, Massachusetts",ma,150,00,ACSSF,0008619,,,,,25,025,,,,000702,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1434,1434,34731.45,0.0412882221848132,0.04128822,0.04128822,0,1434,19,1049,316,50,1434,1204,62,0,144,0,24,0,719,37,66,103,118,119,147,185,217,259,313,355,507,632,668,719,719,681,652,616,601,600,571,534,501,459,406,364,211,86,51,0,79227,40822.8140862944,43522.8997461929,36429.0038071066,26488.182106599,719,365,354,1615,1434,264,124,388,1046,1434,1300,1094,62,0,144,0,0,0,134,110,0,0,0,0,24,0,719,37,29,37,15,1,28,38,32,42,54,42,152,125,36,51,0
250250007028,15000US250250007028,"Block Group 8, Census Tract 7.02, Suffolk County, Massachusetts","Block Group 8, Census Tract 7.02, Suffolk County, Massachusetts",ma,150,00,ACSSF,0008620,,,,,25,025,,,,000702,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1258,1258,31561.36,0.0398588719329974,0.03985887,0.03985887,0,1258,0,1159,99,0,1258,886,56,0,309,0,0,7,456,141,187,201,204,222,234,250,277,301,326,350,385,404,410,412,456,313,269,255,252,233,222,206,179,155,130,106,71,52,46,44,31119,27335.0444162437,33983.3565989848,14797.9378172589,,456,25,431,1903,1258,684,89,773,485,1258,1154,827,11,0,309,0,0,7,104,59,45,0,0,0,0,0,456,140,47,14,3,18,12,16,27,24,25,24,35,19,7,2,44
250250008011,15000US250250008011,"Block Group 1, Census Tract 8.01, Suffolk County, Massachusetts","Block Group 1, Census Tract 8.01, Suffolk County, Massachusetts",ma,150,00,ACSSF,0008621,,,,,25,025,,,,000801,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1502,1502,3424.511,0.438602804337317,0.4981224,0.4386028,0.05951958,1502,228,966,184,124,1502,882,91,0,346,0,183,0,734,83,133,199,281,367,425,467,504,530,570,630,643,666,676,692,734,650,600,534,452,366,308,267,229,203,164,103,91,68,58,42,29331,30427.5475888325,32708.6326142132,40449.3845177665,12391.5323604061,734,12,722,2023,1349,458,458,916,433,1502,1232,795,91,0,346,0,0,0,270,87,0,0,0,0,183,0,734,82,52,66,81,87,58,41,38,26,40,60,12,24,10,16,42
250250008012,15000US250250008012,"Block Group 2, Census Tract 8.01, Suffolk County, Massachusetts","Block Group 2, Census Tract 8.01, Suffolk County, Massachusetts",ma,150,00,ACSSF,0008622,,,,,25,025,,,,000801,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1721,1721,22161.08,0.077658660966769,0.07765866,0.07765866,0,1721,63,1658,0,0,1721,1299,69,18,230,17,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2548.18210659898,2520.33312182741,2379.82233502538,3720.3711928934,0,0,0,,0,0,0,0,0,1721,1598,1230,69,18,230,17,8,26,123,69,0,0,0,0,36,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250250008021,15000US250250008021,"Block Group 1, Census Tract 8.02, Suffolk County, Massachusetts","Block Group 1, Census Tract 8.02, Suffolk County, Massachusetts",ma,150,00,ACSSF,0008623,,,,,25,025,,,,000802,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3408,3408,32854.21,0.103730982537371,0.103731,0.103731,0,3408,108,2639,580,81,3408,2282,93,0,850,0,163,20,1015,170,242,307,402,467,495,507,523,541,568,671,755,842,915,981,1015,843,773,707,612,547,520,508,492,474,447,343,259,172,99,34,39671,24210.8946700508,24346.3420050761,20084.1814720812,12932.0558375635,1015,51,964,1809,2857,1026,622,1648,1209,3408,3309,2242,93,0,831,0,123,20,99,40,0,0,19,0,40,0,1015,168,74,65,94,66,28,12,17,17,27,103,84,88,73,66,34
250250008022,15000US250250008022,"Block Group 2, Census Tract 8.02, Suffolk County, Massachusetts","Block Group 2, Census Tract 8.02, Suffolk County, Massachusetts",ma,150,00,ACSSF,0008624,,,,,25,025,,,,000802,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1543,1543,16880.05,0.0914096899290653,0.09140969,0.09140969,0,1543,168,814,547,14,1543,1096,199,0,116,0,82,50,464,34,55,76,79,83,98,125,159,170,201,224,235,289,330,375,464,430,409,388,385,381,366,339,304,293,262,240,228,174,133,88,98597,55201.7512690355,74217.5444162436,116042.921954315,25424.8572335025,464,95,369,1639,1543,293,360,653,890,1543,1135,770,199,0,116,0,0,50,408,326,0,0,0,0,82,0,464,34,21,21,3,4,15,27,35,11,31,22,11,54,41,45,89
250250008023,15000US250250008023,"Block Group 3, Census Tract 8.02, Suffolk County, Massachusetts","Block Group 3, Census Tract 8.02, Suffolk County, Massachusetts",ma,150,00,ACSSF,0008625,,,,,25,025,,,,000802,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615,615,9982.093,0.0616103240632775,0.06161032,0.06161032,0,615,101,354,151,9,615,561,2,0,0,0,27,25,209,19,24,25,33,85,104,104,105,112,171,181,199,199,205,207,209,190,185,184,176,123,105,105,104,97,38,28,10,10,4,2,47646,20450.0158629442,24529.8921319797,,9916.77030456853,209,40,169,1749,615,152,197,349,266,615,432,402,2,0,0,0,3,25,183,159,0,0,0,0,24,0,209,19,5,1,7,52,19,0,1,7,59,10,18,0,6,2,2
250250008024,15000US250250008024,"Block Group 4, Census Tract 8.02, Suffolk County, Massachusetts","Block Group 4, Census Tract 8.02, Suffolk County, Massachusetts",ma,150,00,ACSSF,0008626,,,,,25,025,,,,000802,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2645,2645,22953.58,0.115232580228171,0.1152326,0.1152326,0,2645,259,1632,621,133,2645,1555,86,0,413,0,561,30,862,88,167,266,266,294,311,316,327,412,522,580,630,670,742,835,862,772,693,596,596,567,551,546,534,449,339,282,232,192,119,27,54195,31128.8356598985,30546.5387055838,47719.2354060914,23474.1624365482,862,106,756,1938,2645,696,348,1044,1601,2645,1885,1276,86,0,413,0,80,30,760,279,0,0,0,0,481,0,862,87,80,99,0,28,16,5,11,85,110,58,50,40,72,92,27
250250101021,15000US250250101021,"Block Group 1, Census Tract 101.02, Suffolk County, Massachusetts","Block Group 1, Census Tract 101.02, Suffolk County, Massachusetts",ma,150,00,ACSSF,0008632,,,,,25,025,,,,010102,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1153,1153,12062.61,0.0955846127472405,0.1211863,0.09558462,0.02560166,1153,26,1127,0,0,1153,677,44,0,326,12,0,94,64,16,26,37,37,37,37,45,64,64,64,64,64,64,64,64,64,48,38,27,27,27,27,18,0,0,0,0,0,0,0,0,14893,4969.77791878173,5133.07423857868,2492.48413705584,6167.28426395939,64,0,64,1462,138,111,0,111,27,1153,1052,611,44,0,326,12,0,59,101,66,0,0,0,0,0,35,64,16,11,11,0,0,0,8,19,0,0,0,0,0,0,0,0
250250101022,15000US250250101022,"Block Group 2, Census Tract 101.02, Suffolk County, Massachusetts","Block Group 2, Census Tract 101.02, Suffolk County, Massachusetts",ma,150,00,ACSSF,0008633,,,,,25,025,,,,010102,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,815,815,55421.54,0.0147054735388735,0.01470547,0.01470547,0,815,0,798,17,0,815,642,0,0,163,0,0,10,20,8,10,11,20,20,20,20,20,20,20,20,20,20,20,20,20,12,10,8,0,0,0,0,0,0,0,0,0,0,0,0,15823,3370.99302030457,2935.53616751269,4405.20304568528,3568.46763959391,20,0,20,823,42,42,0,42,0,815,779,615,0,0,154,0,0,10,36,27,0,0,9,0,0,0,20,8,2,2,8,1,0,0,0,0,0,0,0,0,0,0,0
250250101023,15000US250250101023,"Block Group 3, Census Tract 101.02, Suffolk County, Massachusetts","Block Group 3, Census Tract 101.02, Suffolk County, Massachusetts",ma,150,00,ACSSF,0008634,,,,,25,025,,,,010102,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1589,1589,42401.95,0.0374746910024294,0.03747469,0.03747469,0,1589,26,1320,121,122,1589,1038,38,24,349,0,70,70,256,47,71,95,114,115,115,130,163,174,175,175,190,197,209,230,256,209,185,161,142,141,141,126,93,82,81,81,66,58,47,26,38851,13405.4885786802,17127.1256345178,2864.64784263959,5434.34961928934,256,44,212,1772,410,66,127,193,217,1589,1519,1021,38,24,349,0,17,70,70,17,0,0,0,0,53,0,256,46,25,24,19,1,0,15,34,10,1,0,15,7,11,21,26
